user,object_name,review_text,rating_value,date,likes,url_address,url_id
Madina Kamolova,Click,"Click bu ilova xaqida nima deb izoh yozsangiz xam kam. Juda zòr va qulay ilova bitta Clickni òzidan xam komunal tòlovlarni tòlasa bòladi xam telefoniz xisobini tòldirsangiz bòladi yana kreditlarni uydan chiqmay tòlab yuborsangiz bòladi. Gaz, svet,yer soliģi, suv va chiqindi xisobini xam nazorat qilib tursangiz bòladi. Bu sharh Click ilovasini 100 dan 1 qismi xolos, barchaga tafsiya qilaman!",5,2025-04-03 19:42:42,11,https://sharh.commeta.uz/en/review/cb0e22b9-d85d-4e02-8cb3-ee0624acaf90,/review/cb0e22b9-d85d-4e02-8cb3-ee0624acaf90
Madina Kamolova,Uzum Bank,Uzum Bank juda qulay ayniqsa online karta ochish osson va Uzum Marketda uzum karta orqali tòlovlarni amalga oshirsangiz narxlar bir muncha arzon bòladi bu esa xaridorga juda foydali. Kartadan100mln.gacha foizsiz òtkazmalarni amalga oshirsa bòladi!,5,2025-04-03 19:36:14,15,https://sharh.commeta.uz/en/review/b30e11de-50c8-49b1-be7f-d9a2daef3f7e,/review/b30e11de-50c8-49b1-be7f-d9a2daef3f7e
Madina Kamolova,Xalq Banki,Xalq Banki juda qulay ayniqsa kredit olish masalasida foizlari eng kami shu bank kreditlari yana tòlovi xam kamayib boradi oyma-oy bir xil summada chiqmaydi sònib boradi. Shu jihati rossa qulay. Tòlovlarni xam bankning òzidan amalga oshirsa bòladi !,5,2025-04-03 19:31:06,11,https://sharh.commeta.uz/en/review/747d56e1-2f17-4758-a6b9-bf66fd66136f,/review/747d56e1-2f17-4758-a6b9-bf66fd66136f
Rayxona Normamatova,Iqtidor IT Academy,Hozirdagi eng zamon talab sohalardan biri IT bulmoqda bu markazlarning bulishi judayam yaxshi natijala demakdir . Bu markazning Kitob tumanida ochilishi esa mani juda ham xursand qildI. Uquv markazga Omad .,4,2025-04-03 18:28:55,54,https://sharh.commeta.uz/en/review/9e0dc7ad-a501-4396-ab7a-bd4c4d6e94a7,/review/9e0dc7ad-a501-4396-ab7a-bd4c4d6e94a7
Xilola Jan,Makro,Assalomu alaykum makroga kim borishni istamaydi hamma qulayliklar bor joyga manimcha hammani borgisi kelsa kerak makroga gap yoq qaysi filiali boʻlmasin makroga gap yoq hizmatlari ishchilarini muomlalari qay millatdan bolsin ishchilarini mumolasiga gap yoq siz harid qilishga borsangiz sizga olmoqchi,5,2025-04-03 14:38:55,21,https://sharh.commeta.uz/en/review/a5598ecf-ce6d-41b1-a44c-e3deba0e50ef,/review/a5598ecf-ce6d-41b1-a44c-e3deba0e50ef
Xilola Jan,Evos,Assalomu alekum Evosga gap yoq yetkazib berish xizmatlari ham yaxshi va tez biz koʻproq joyiga borib yeyishni xush koʻramiz bizga Evosni sirli lavashlari yoqadi biz oilaviy boramiz chunki juda yaxshi tayyorlaydi va ozodalik bilan qiladi joylari ham toza yetayotgan toamingizni ishtaxa bilan yeysiz ch,5,2025-04-03 14:33:39,71,https://sharh.commeta.uz/en/review/eef8b9ed-c007-4cdc-b309-320cb6100716,/review/eef8b9ed-c007-4cdc-b309-320cb6100716
Ruhshona Urolbayeva,TBC Bank,TBC bankni boshqa banklarga qaraganda juda ham qulayliklari koʻp.Men bu bankdan anchadan buyon foydalanib kelaman va oʻz minnatdorchiligimni bildirib qolaman.,5,2025-04-03 13:51:10,22,https://sharh.commeta.uz/en/review/4f791d40-7d1e-4f05-8c70-7adb99747606,/review/4f791d40-7d1e-4f05-8c70-7adb99747606
Anonymous user,"""DR IBRAHIM MEDICAL"" oilaviy korxonasi",Shifokor muamolasi yaxshi xar bir bemor bilan alohida yondashadi klinika sharoitlari juda yoqdi barchaga tafsiya qilaman,5,2025-04-03 13:50:40,18,https://sharh.commeta.uz/en/review/35fd26ef-7c25-4426-9d45-9dd27b06e193,/review/35fd26ef-7c25-4426-9d45-9dd27b06e193
Feruza Abduĝaniyeva,Uzum Bank,Ilova juda xam zòr otkazmalar foizsiz xammaga taklif qilaman shu ilovadan foydalanishni,5,2025-04-03 13:43:20,14,https://sharh.commeta.uz/en/review/fed448e0-24aa-42cd-bc6b-d1251fb159e2,/review/fed448e0-24aa-42cd-bc6b-d1251fb159e2
Anonymous user,Zoodmall,Zoodmall bu juda arzon va sifatli undan istalgan narsangizni topsh mumkin,5,2025-04-03 13:38:29,20,https://sharh.commeta.uz/en/review/4657b128-54d6-4b46-b7b1-45f506e41931,/review/4657b128-54d6-4b46-b7b1-45f506e41931
Ahrorbek Urolboyev,Sharh,"Ramazon oyida iftor va saharlik vaqtlarini elsatib turishi, qulay interfeys orqali faqtlarni tez va ozon bilib olish mumkin bo'ldi.",5,2025-04-03 13:05:20,113,https://sharh.commeta.uz/en/review/9e234716-d8a8-4bd2-9c74-4da32bfb4fd5,/review/9e234716-d8a8-4bd2-9c74-4da32bfb4fd5
MURTOZA XURRAMOV,Sharh,harh platformasida sharh qoldirib boshqa joylar uchun ham yozilgan sharhlarni korishimiz mumkin bu sharhlar orqali qaysi joy yaxshi qaysi oʻrtacha ekanligini bilib olamiz eng zoʻr tomoni anonim qilib sharh yozsa boʻladi,5,2025-04-03 13:01:36,112,https://sharh.commeta.uz/en/review/c4575f57-064c-4695-8b86-b767953c321c,/review/c4575f57-064c-4695-8b86-b767953c321c
Madina Uamonova,Oqtepa lavash,Oqtepa lavashni hamma narsasidan istemol qilib ko'rganman aniqsa menga tandir lavashi juda ko'proqyoqadi,4,2025-04-03 12:46:50,100,https://sharh.commeta.uz/en/review/c4c4045e-3a30-4895-8160-18c35c0c705a,/review/c4c4045e-3a30-4895-8160-18c35c0c705a
Xilola Jan,Uzum Market,Uzum market juda qulay va mikro kridit xizmatlari ham bor pul olasiz huddi shu pulni bir oyda qaytarasiz menga yoqgan tomoni ham shu srochna boradigon joyiz bolsa puliz bolmasa Uzumda bir necha daqiqada masalangiz hal boladi xozir qarindoshizdan ham shu pulni topa olmaysiz topgan taqdirda ham bir ik,5,2025-04-03 12:38:04,6,https://sharh.commeta.uz/en/review/ebe48506-eb4e-4d11-b7d1-fb5c3fc0932d,/review/ebe48506-eb4e-4d11-b7d1-fb5c3fc0932d
Mahmadiyor Abdumonnobov,Ipak Yuli,Men Ipak Yuliga rahmat aytaman . Men koʻp davlatlarga shu kampaniya orqali sayohat qilganman,4,2025-04-03 12:37:00,19,https://sharh.commeta.uz/en/review/f20b10f3-156f-44d2-95b6-1de10256223b,/review/f20b10f3-156f-44d2-95b6-1de10256223b
Farida Nurmamatova,Lor Mama,Eng zur klinika desam adashmayman super Hamshiralarga shifokorlariga mehribonligiga gap bulishi mumkun emas,5,2025-04-03 12:35:33,5,https://sharh.commeta.uz/en/review/d4be81ce-0bb8-4ec2-a5e2-bb92ed63a715,/review/d4be81ce-0bb8-4ec2-a5e2-bb92ed63a715
Farida Nurmamatova,Uzum Market,Faqat va faqat hamma narsani uzumdan zakas qilaman desam ishonasizmi chunki narsalarni sifatli yetqazadi,5,2025-04-03 11:18:06,6,https://sharh.commeta.uz/en/review/402fd67d-de07-4052-a89a-0ba5a3a7feda,/review/402fd67d-de07-4052-a89a-0ba5a3a7feda
Faxriddin Iskandarov,Oqtepa lavash,Juda zoʻr gap boʻlish . Mumkinmas oqtepa lavash yana. Ham bundan ham zoʻr choʻqilarga chiqishini. Xoxlamimn. Oqtepa lavash N1 oʻrinda mazali va hamyon bob toza. Ozoda mijozlarga yaxshi munosabatda boʻladi oqtepa lavashi tashkilotiga uz mindorchiligimni. Bildirmoqchiman bundan ham zoʻr boʻlishini xoxlimn bu tashkilot. N 1 oʻrinda,5,2025-04-03 11:07:57,90,https://sharh.commeta.uz/en/review/fba186d4-e7d4-4f0a-901b-f4a7e766db39,/review/fba186d4-e7d4-4f0a-901b-f4a7e766db39
Farida Nurmamatova,Kamolon Osh,Ishlarning qiroli desam adashmayman chunki bu osh faqat yeyishga arziydi qullaring dard kurmasin,5,2025-04-03 11:06:46,20,https://sharh.commeta.uz/en/review/064c40dc-a19e-4087-b510-a7a70ca860ee,/review/064c40dc-a19e-4087-b510-a7a70ca860ee
Farida Nurmamatova,Minor somsa,Eng sevib istimol qiladigan somsalarimdan bir sevaman men bu somsani qullari dard kurmasin,5,2025-04-03 11:05:44,45,https://sharh.commeta.uz/en/review/61e226bd-bdc0-4709-bcbb-7f56366b2279,/review/61e226bd-bdc0-4709-bcbb-7f56366b2279
Farida Nurmamatova,Oqtepa lavash,Oqtepa lavashdan mazzalisi yoq eng zori uyimni yonida borib mazza qilib yeymiz oilaviy atmosfera zor manga eng yoqqani Bolalar uchun maxsus uyingoglari bor,5,2025-04-03 11:01:33,72,https://sharh.commeta.uz/en/review/2bee1dbc-c55f-49f0-9e58-7794f4a16c39,/review/2bee1dbc-c55f-49f0-9e58-7794f4a16c39
Setora Rashidova,Oqtepa lavash,Oqtepa lavish zòr ishonchli hdimlariga gap yuq muomilasiga,5,2025-04-03 10:16:30,79,https://sharh.commeta.uz/en/review/fe4fd636-f0c0-4398-a88b-b9a8af981014,/review/fe4fd636-f0c0-4398-a88b-b9a8af981014
Ahmedova Umida,Oqtepa lavash,Oqtepa LAVASH N1 en zor fasd food manga yoqadi pakat shundan olaman,5,2025-04-03 10:12:38,71,https://sharh.commeta.uz/en/review/0e15a76d-fc72-4308-a009-11b2a11067a4,/review/0e15a76d-fc72-4308-a009-11b2a11067a4
nafisa karimova,Qamar kitoblar do‘koni,Qamar kitoblar doʻkoni xam ajoyib xizmatlari yaxshi barcha yangi nashrdagi kitoblarni topsa boʻladi,5,2025-04-03 09:27:14,17,https://sharh.commeta.uz/en/review/1e44b0c7-d765-425c-b589-66ed0065eff1,/review/1e44b0c7-d765-425c-b589-66ed0065eff1
nafisa karimova,Hilol nashr,Hilol nashr onlayn kitoblar doʻkoni orasida yagona eng zoʻr nashriyot deb oʻylayman,5,2025-04-03 09:26:17,10,https://sharh.commeta.uz/en/review/de918d8f-d52b-4bab-ac15-a00c3eec0cb8,/review/de918d8f-d52b-4bab-ac15-a00c3eec0cb8
nafisa karimova,Uzum Market,Uzum market yaxshi bazida tovarlar kechirishini aytmasa qolgan xammasi zoʻr Bozorda magazindan topilmagan mahsulotlarni topsa boʻladi. Xullas ajoyib,5,2025-04-03 09:25:12,8,https://sharh.commeta.uz/en/review/266143a5-2c89-4f56-9352-023ada168e83,/review/266143a5-2c89-4f56-9352-023ada168e83
nafisa karimova,Korzinka.uz,Karzinka zoʻr market hamma narsa bir joyda bozordagidek urulib surilib yurmaysiz narxlariyam yaxshi,5,2025-04-03 09:21:38,17,https://sharh.commeta.uz/en/review/80b245b2-68e4-432b-87a6-a0ca82978dbe,/review/80b245b2-68e4-432b-87a6-a0ca82978dbe
G'ayrat Abdurasulov,Enter Engineering,Bu kompaniyada oyliglarini kechiktirib berarkan shuni tugri yulga quyasan yaxshi bular edi,2,2025-04-03 08:35:00,,https://sharh.commeta.uz/en/review/4c9bf23c-ee80-4a84-a656-df04539998d2,/review/4c9bf23c-ee80-4a84-a656-df04539998d2
G'ayrat Abdurasulov,OLX.uz,"Assalom men ancha yillardan buyon olx ilovasidan foydalanaman kup narsa xarid qilganman tlevizor,telifon foydali ilova narxlarni shu ilovadan bili olish ham mumkin",5,2025-04-03 08:29:50,8,https://sharh.commeta.uz/en/review/6d6c270f-0830-434a-9d55-eeabfff27482,/review/6d6c270f-0830-434a-9d55-eeabfff27482
Abdujabbor Zayniddinov,Uzmobile,Eng zo'r kompaniyalardan biri Men har doim Uzmobile ni tanlayman. Ham Arizon ham qulay,5,2025-04-03 07:47:59,21,https://sharh.commeta.uz/en/review/c99156bc-0bd7-47da-ad7b-e3a2af194408,/review/c99156bc-0bd7-47da-ad7b-e3a2af194408
Abdujabbor Zayniddinov,Hamkorbank,Juda zo'r bank. Bu bankda barcha qulayliklar mavjud. Men hamkorbank bilan omonatlarimni ishonchli saqlayabman. Hammaga tavsiya qilamn.,5,2025-04-03 07:33:21,8,https://sharh.commeta.uz/en/review/8c8cd385-7a6f-490b-97c3-1edaac8d843c,/review/8c8cd385-7a6f-490b-97c3-1edaac8d843c
Boybori Xudoyberdiyev,Akfa Medline,"Hozirgi kunda Akfa Medline judaham rivojlangan va insonlarning ehtiyoji yildan yilga o'smiqda.Insonga birinchi o'rinda salomatligi yahshi bo'lish kerak.Buning uchun albat yahshi shifokor lozim, maslahatim Akfa Medline klinikasi hamm sharoitlar bor bu yerga kelgan inson albatta shifo topadi 99%!!!!",4,2025-04-03 06:29:37,45,https://sharh.commeta.uz/en/review/b25271f5-63af-44fe-abb1-f01647231d13,/review/b25271f5-63af-44fe-abb1-f01647231d13
Boybori Xudoyberdiyev,depozit.uz,Hozirgi kunda kreditdan juda ko'p shlar bilan shug'ulanib foydalansa boladi.Birinchi o'rinda banki foyizlar eng qulayrig'i bulidhi shart.,5,2025-04-03 06:23:09,11,https://sharh.commeta.uz/en/review/8d7bc796-bb55-45fc-98b0-01c6da6a96e8,/review/8d7bc796-bb55-45fc-98b0-01c6da6a96e8
Javlonbek Obidov,Shashlik & Somsa,Ajoyib tanlov mazasi yaxsh taomi borib yeb korishi tavsiya bergan bolardim ha etkancha kegin tozalika ham alohida etiborga olingan✅,5,2025-04-03 04:46:15,26,https://sharh.commeta.uz/en/review/9379d564-f85c-4348-9e56-8bf0a6a97e06,/review/9379d564-f85c-4348-9e56-8bf0a6a97e06
Baxtiyor Nematov,Max Way,Max way taomlari yaxshi lekin chisnokli mayanez olish notogri yoki mijozdan sorash kerak chisnokli mayanez olaylikmi yoki yoqmi,4,2025-04-03 03:02:05,27,https://sharh.commeta.uz/en/review/25c5cbce-ff80-4823-9e0b-57d3088eb60a,/review/25c5cbce-ff80-4823-9e0b-57d3088eb60a
Shohjahon Abdurashidov,NBU,Milliy bank ilovasida kop imkoniyatlari bor bulardan valyuta kurslarini bilib borish juda oson men juda kop foydalanaman,5,2025-04-03 01:27:08,55,https://sharh.commeta.uz/en/review/ae1bf2cc-1def-4f52-8547-e89219c96321,/review/ae1bf2cc-1def-4f52-8547-e89219c96321
Shohrux Abdumominov,VIP Brand Women,Vip branf women ayollar kiyimlari dokonidagi tovarlar juda ham sifatli va narxlari hamyonbop hammaga mana shu dokondan kiyimlar olsangiz ozingiz guvoh bolsiz,5,2025-04-02 23:26:19,20,https://sharh.commeta.uz/en/review/bf7e221e-e667-4d74-9584-fe73d9f02cc5,/review/bf7e221e-e667-4d74-9584-fe73d9f02cc5
Yulduz Atajanova,Alifmobi,Juda zoʻr kshbek beradi har bir pul oʻtkazmalari tizimi yaxshi ishlaydi. Zoʻr gap yoʻq,5,2025-04-02 20:22:20,52,https://sharh.commeta.uz/en/review/9e5a3583-1e62-420e-a9af-f4e39059f2a0,/review/9e5a3583-1e62-420e-a9af-f4e39059f2a0
Asilbek Qosimov,Agrobank,Juda ajoyib bomba bank Sunday mazzaqilib kartasini ishlataman xatto xitoydanxam tavar urganishu kartadan foydalansa boladi,5,2025-04-02 19:37:44,22,https://sharh.commeta.uz/en/review/610a1e19-7351-48a1-8400-497d1c40f931,/review/610a1e19-7351-48a1-8400-497d1c40f931
Behruz Tulqinov,Qamar kitoblar do‘koni,Turli xil ko'p turdagi kitoblari mavjud. agar koproq xarid qilsangiz va doimiy mijoz bo'lsangiz chegirmalari ham bor,5,2025-04-02 19:16:40,49,https://sharh.commeta.uz/en/review/ca586f5b-f3f6-4529-9814-4b223582b4b8,/review/ca586f5b-f3f6-4529-9814-4b223582b4b8
Behruz Tulqinov,Samarqand Darvoza,Ehtiyojlar uchun kerakli hamma narsalar bor. Brendlarning bir yerga jamlanganligi qulay va tanlov imkoniyati juda keng.,4,2025-04-02 18:51:13,9,https://sharh.commeta.uz/en/review/3eb7ad46-99ad-43d0-873e-b43f5fbae696,/review/3eb7ad46-99ad-43d0-873e-b43f5fbae696
Behruz Tulqinov,Hilol nashr,Kitoblar sifati yaxshi va hamyonbop,4,2025-04-02 18:48:11,12,https://sharh.commeta.uz/en/review/f555bba6-e141-490e-a335-5feae8160aa0,/review/f555bba6-e141-490e-a335-5feae8160aa0
Behruz Tulqinov,Uzum Market,Yetkazib berish juda yaxshi va tez. Tovar yoqmasa qaytarib berish ham mavjud.,4,2025-04-02 18:47:24,14,https://sharh.commeta.uz/en/review/73ca93ec-d87e-4fd0-a317-0933622aaeb1,/review/73ca93ec-d87e-4fd0-a317-0933622aaeb1
Yulduz Atajanova,Xazna,Xazina pul oʻtkazish platformasiga gap yoʻq chunki oʻzim va ishidagi hamkasblarim ham shu xazina ilovasidan foydalanishadi. Bu bizga qulay va %olmaydi bu esa juda zoʻr. Tez ishlashi ham zoʻr.,5,2025-04-02 18:45:35,5,https://sharh.commeta.uz/en/review/2567b103-48a6-4127-b47e-fabc7e355b80,/review/2567b103-48a6-4127-b47e-fabc7e355b80
Yulduz Atajanova,Asakabank (Урганч),Bank xizmatlari juda yaxshi va xodimlari ham muomalasi ham aʼlo darajada. Keksalarni va nogironlarga sidqidildan xizmat koʻrsatishadi,5,2025-04-02 18:38:33,7,https://sharh.commeta.uz/en/review/2c33c4c3-02e8-4b72-b532-539c2de7db80,/review/2c33c4c3-02e8-4b72-b532-539c2de7db80
Yulduz Atajanova,Hamkorbank,Bu bank juda faol va oʻz vaqtida hamma mijozlarga xizmat koʻrsatishadi. Oʻzim ham shu bankdan 4marta kredit olganman.,5,2025-04-02 18:31:38,12,https://sharh.commeta.uz/en/review/30253a93-4908-418e-bf13-51472b65d33c,/review/30253a93-4908-418e-bf13-51472b65d33c
Surayyo Zubaydullayeva,Chinor Medical Center,"Navbat olishga biroz qiynaldim, ocheredni tartibga solishsa zor bolardi",5,2025-04-02 18:23:31,36,https://sharh.commeta.uz/en/review/7eb63eb5-d61d-406d-b312-4844b8f74715,/review/7eb63eb5-d61d-406d-b312-4844b8f74715
Bekzod Qobiljonov,payme,Payme ilovasi juda qulay va tez ishlaydi. Toʻlovlarni bir necha soniyada amalga oshirish mumkin. Dizayi ham tushunarli va foydalanauvchilarga qulay. Tavsiya qilaman!,5,2025-04-02 17:56:47,96,https://sharh.commeta.uz/en/review/08a929d6-10e0-40d5-a218-575f5a5f269a,/review/08a929d6-10e0-40d5-a218-575f5a5f269a
Kamola Valijonova,Uzum Market,Mahsulotlari ajoyib va yaxshi bazida rasmdan farq qiladi. Lekin tez yetkazib berishadi🔥,4,2025-04-02 17:04:55,81,https://sharh.commeta.uz/en/review/833274f7-1ddb-492a-ba76-3e7a095e1011,/review/833274f7-1ddb-492a-ba76-3e7a095e1011
Ulugbek Kurbanov,Ipoteka Bank,Ishonchli bank kridit olishta xam qulay xodimlari momlali xizmat korsatishi yaxshi,4,2025-04-02 16:06:09,34,https://sharh.commeta.uz/en/review/d58bba86-c706-40e9-ba20-841440c13ab3,/review/d58bba86-c706-40e9-ba20-841440c13ab3
Dilshodjon Nurmatov,Street 77,pitsa juda yaxshi mazzali hamyonbob tavsiya beraman restoranda ham xizmat korsatish yaxshi tez va qulay,5,2025-04-02 15:36:34,52,https://sharh.commeta.uz/en/review/99a96b90-3964-45ab-807e-e2db2779c929,/review/99a96b90-3964-45ab-807e-e2db2779c929
Axror Normuhammadiyev,Ipak yo‘li bank,Ipak yo'li bank xodimlari zo'r ishlaydi kartalari bepul.,5,2025-04-02 15:29:06,52,https://sharh.commeta.uz/en/review/bfab7558-51f2-4d62-bca3-37e05396f52e,/review/bfab7558-51f2-4d62-bca3-37e05396f52e
Anonymous user,Samarqand Darvoza,Самарканд дарвозани атмосфераси жуда хам гузал ва брендлага бой савдо мажмуаси,5,2025-04-02 15:20:44,45,https://sharh.commeta.uz/en/review/72c0993d-46fe-461e-849a-4fac92fba831,/review/72c0993d-46fe-461e-849a-4fac92fba831
Isroil Ilxomov,1 FIT,"1Fit – sport bilan shug‘ullanishni xohlovchilar uchun juda qulay va moslashuvchan dastur bo‘lib, ayniqsa, turli xil mashg‘ulotlarni sinab ko‘rishni istaganlar uchun foydali.",5,2025-04-02 14:54:09,68,https://sharh.commeta.uz/en/review/64405970-73d2-4700-a30a-a6b50ddb91f2,/review/64405970-73d2-4700-a30a-a6b50ddb91f2
Ibrahim salimov,Uzum Bank,Assalamu alekum uzum bank eng qulayi kartadan kartaga o'tkazmalarda eng minimal foiz bilan otkazsa boladi men ishlatsam faqat uzum bankdan foydalanaman sizgaham maslahat beraman,5,2025-04-02 13:55:38,24,https://sharh.commeta.uz/en/review/03e26e38-61fc-42a9-9258-df0f3f2fae27,/review/03e26e38-61fc-42a9-9258-df0f3f2fae27
Sayid Anvar,BESTON,"Mahsulotlari juda chiroyli, uncha-muncha Yevropa brendlaridan yaxshi. Narxlari hamyonbop va bitta vohtti o'zida sifatli. Serviz xizmatiyam doimiy aloqada. 👍👍👍",5,2025-04-02 13:28:12,80,https://sharh.commeta.uz/en/review/4c332098-b19d-4972-8cea-6ff94745ee15,/review/4c332098-b19d-4972-8cea-6ff94745ee15
Muzaffar Kuchkarov,BESTON,Maxlusotlarga  gap yoq sifatli arzon,5,2025-04-02 12:50:36,76,https://sharh.commeta.uz/en/review/6253ea19-d7d3-4181-80c3-b3413e9240ec,/review/6253ea19-d7d3-4181-80c3-b3413e9240ec
Amir,BESTON,Barcha mahsulotlari sifatli va kafolati bor,5,2025-04-02 12:49:12,70,https://sharh.commeta.uz/en/review/7f6094d8-3c66-4815-9354-e489b6b4cc74,/review/7f6094d8-3c66-4815-9354-e489b6b4cc74
Mo’minaxon Baxriddinova,Hayat,men rengin tenkishiriviga borgan edim reniginhulosalarim juda yaxshi chiqdi lekin biroz qimmatroq lekin juda tez ishlashar ekan,4,2025-04-02 11:52:25,23,https://sharh.commeta.uz/en/review/698897af-6482-4c8f-a74d-91962d31203f,/review/698897af-6482-4c8f-a74d-91962d31203f
sardor qodirov,Uzmobile,Mglar juda arzon ishlatish uchun juda qulay va hamyon bob,5,2025-04-02 11:05:08,78,https://sharh.commeta.uz/en/review/b2102b0e-cda3-4b1f-8525-bfaf32329cf0,/review/b2102b0e-cda3-4b1f-8525-bfaf32329cf0
Nozimaxon Xoldarova,Tashkent Institute of Architecture and Civil Engineering,Жуда яхши олийгох узим шу олийгохнинг менежмент факцлтетида 2 курс талабасиман менга кечки талимнинг кулайлиги ва олийгохнинг жойлашуви ёкади,5,2025-04-02 10:59:47,74,https://sharh.commeta.uz/en/review/875bc4a2-5121-42d7-8342-0f3592fcf3f4,/review/875bc4a2-5121-42d7-8342-0f3592fcf3f4
Rayxona Normamatova,Magnum,Magnumda barga Tovar turlariini topsa buladi . Mijozlarga xizmat kòrsatish alo darajada Manga Sergiliy Orzum restaranti yonidagi Magnum Rosa yoqadi uziz xoxlagan narsalaringiz tanlab xarid qilishingiz mumkin . Hammaga tavsiya qilaman.,5,2025-04-02 10:16:42,,https://sharh.commeta.uz/en/review/eedc8c3b-35d5-4982-818f-406ac61fcc0a,/review/eedc8c3b-35d5-4982-818f-406ac61fcc0a
Zuhra Rashidova,Bellissimo Pizza,Bellissimoni pitsalari menga juda yoqadi ular juda mazzali va arzon narxlarda yetkazib berish hizmati ham juda zor ishlaydi sizlarga ham tafsiya qilaman,4,2025-04-02 10:15:03,52,https://sharh.commeta.uz/en/review/f0430ee1-247d-48de-a89a-747d26611b42,/review/f0430ee1-247d-48de-a89a-747d26611b42
Rayxona Normamatova,Havas,Havasda Mega aksiyalar kup buladi . Havas manga yoqadi judayam qulay Arzon Hamyonbop . Barcha turdagi buyumlarni topib bulàdi.,5,2025-04-02 10:13:45,12,https://sharh.commeta.uz/en/review/d3e2f6cc-510b-4a92-993d-6ddc169f18ff,/review/d3e2f6cc-510b-4a92-993d-6ddc169f18ff
Abduqodir solijonov,Korzinka.uz,Ozi hama biladi karzinka hqlq uchun hizmatda ham yangi narsalar bor,5,2025-04-02 09:21:42,83,https://sharh.commeta.uz/en/review/1a1d4e35-ac32-4b12-9629-0a20137a41ab,/review/1a1d4e35-ac32-4b12-9629-0a20137a41ab
Abduqodir solijonov,Minor somsa,Yaqinda doslari bilan bordi dostim taklif qildi menga yoqdi zor ekan,5,2025-04-02 09:18:49,61,https://sharh.commeta.uz/en/review/1158498f-504f-4711-957c-721dfc33a95a,/review/1158498f-504f-4711-957c-721dfc33a95a
Abduqodir solijonov,Evos,Har doyim borgim keladi lekin vahtim bolmaydi zor joy lavawga gapyoq,5,2025-04-02 09:17:16,82,https://sharh.commeta.uz/en/review/7756ee1e-8a64-4ca8-af7d-f5b1c99f7521,/review/7756ee1e-8a64-4ca8-af7d-f5b1c99f7521
Anonymous user,Zarkent bazar BSC,Assalomu aleykum Zarkentdagi bankomat nega hardoim o'chiq yoki buzilgan turadi. Ishlamasa nega qo'yilgan,1,2025-04-02 08:54:51,44,https://sharh.commeta.uz/en/review/0f7ebf5a-1cea-42cc-9255-e11722d6237b,/review/0f7ebf5a-1cea-42cc-9255-e11722d6237b
sevinch yoldosheva,Registan LC,Men un Bu toshkentdagi eng shonchli markazlarimdan biri. Oqitish metodikasi juda zor va bu yerdan natijalar bilan chiqasiz.,5,2025-04-02 08:03:25,22,https://sharh.commeta.uz/en/review/d03f98d4-9347-4065-8dd7-e0b8cdd2fc67,/review/d03f98d4-9347-4065-8dd7-e0b8cdd2fc67
Anonymous user,Uzum Market,Hozirgi paytda Uzum Market Õzbekistonda eng tezkor ishonchli marketlardan biri. Hamma narsa topish mumkin. Narxlariyam hamyonbop va sifatli. Muddatli tõlovga olish ham qulay va oson.,5,2025-04-02 06:36:20,54,https://sharh.commeta.uz/en/review/0efd2471-c991-4b6b-acac-ba3cba090b16,/review/0efd2471-c991-4b6b-acac-ba3cba090b16
Fazliddin Inismatov,Humans,Bu simkarta umuman xich qatta ishlamidi xich kimga tavsiya bermiman olishga,1,2025-04-01 23:50:16,41,https://sharh.commeta.uz/en/review/795da43c-648b-40d9-a807-2518decbe9a5,/review/795da43c-648b-40d9-a807-2518decbe9a5
Anonymous user,OLX.uz,Juda zor va foydali ilova qancha insonlarga foydasi tegyabdi omad olx.uz ilovasi tashkilotchilariga,5,2025-04-01 23:49:44,43,https://sharh.commeta.uz/en/review/4d4274ba-d2cc-4b40-b812-0244d1671259,/review/4d4274ba-d2cc-4b40-b812-0244d1671259
Fazliddin Inismatov,mobi.uz,Internet sifati yaxshi bazi joylada ishlami qoladi,5,2025-04-01 23:48:37,11,https://sharh.commeta.uz/en/review/6f3b2285-4884-402f-9988-06e52e5938ff,/review/6f3b2285-4884-402f-9988-06e52e5938ff
Maftuna Abubakirova,Sharh,Sharh yaxshi e'kan barcha funksiyalar tushunarli ishlatishga qulay,5,2025-04-01 23:35:12,56,https://sharh.commeta.uz/en/review/266bfec9-c08d-4d69-a474-fea33a5af6f6,/review/266bfec9-c08d-4d69-a474-fea33a5af6f6
Adiba Abduraxmonova,Korzinka.uz,Narxlari arzon xamda odamlar uchun qulayliklari anchaginaaa issiq deysan sovuq deysanmi ob xavoni umuman farqi yoq mazza qilip savdolarni amalga oshirish mumkn,5,2025-04-01 22:36:02,34,https://sharh.commeta.uz/en/review/d96849dd-3e22-42f3-9a6e-d15da89f37a8,/review/d96849dd-3e22-42f3-9a6e-d15da89f37a8
nasiba toshpoʻlatova,Sharh,Ilova idealniy darajada bu ilova orqali men xizmat turlarini va xattoki joylashuvini ham topa olyapman tashkilotchilariga raxmat ❤️‍🔥,5,2025-04-01 22:22:11,46,https://sharh.commeta.uz/en/review/5b016db0-514c-432d-a756-10d9879778be,/review/5b016db0-514c-432d-a756-10d9879778be
